"Date","Order ID","Type","Detail","Item ID","Document","Price","AU GST","AU RWT","EU VAT","US Sales Tax","US RWT","US BWT","Amount","Site","Other Party Country","Other Party Region","Other Party City","Other Party Zipcode"
"2019-03-26 23:58:42 +1100","102338336","Author Fee","Author Fee for sale IVIP31418073","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-26 23:58:42 +1100","102338336","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31418073","7.00","","","","","","","7.00","GraphicRiver","Russian Federation","Russia","Moscow","141400"
"2019-03-26 23:57:28 +1100","102338246","Author Fee","Author Fee for sale IVIP31418055","22608983","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-26 23:57:28 +1100","102338246","Sale","Splash Fashion Keynote Presentation Template (Regular License)","22608983","IVIP31418055","12.00","","","","","","","12.00","GraphicRiver","Japan","Gifu","Kani","5050214"
"2019-03-26 23:57:00 +1100","102338200","Author Fee","Author Fee for sale IVIP31418045","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-26 23:57:00 +1100","102338200","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31418045","7.00","","","","","","","7.00","GraphicRiver","Singapore","Singapore","Singapore","640554"
"2019-03-26 22:36:40 +1100","102332528","Author Fee","Author Fee for sale IVIP31416372","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-26 22:36:40 +1100","102332528","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31416372","7.00","","","","","","","7.00","GraphicRiver","Germany","","Frankfurt am main",""
"2019-03-26 20:17:08 +1100","102322961","Author Fee","Author Fee for sale IVIP31413662","23383582","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-26 20:17:08 +1100","102322961","Sale","Big Project - Multipurpose Infographic Template (Regular License)","23383582","IVIP31413662","14.00","","","","","","","14.00","GraphicRiver","Portugal","Portimão","Alvor","8500-904"
"2019-03-26 18:50:48 +1100","102318258","Author Fee","Author Fee for sale IVIP31412326","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-26 18:50:48 +1100","102318258","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31412326","7.00","","","","","","","7.00","GraphicRiver","Russian Federation","","Nizhny Novgorod","603081"
"2019-03-26 13:22:14 +1100","102306818","Author Fee","Author Fee for sale IVIP31409121","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-26 13:22:14 +1100","102306818","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31409121","7.00","","","","","","","7.00","GraphicRiver","Indonesia","Jawa Barat","Bandung","40134"
"2019-03-26 11:07:15 +1100","102302315","Author Fee","Author Fee for sale IVIP31407718","21620470","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-26 11:07:15 +1100","102302315","Sale","Capone Automotive Presentation Template (Regular License)","21620470","IVIP31407718","12.00","","","","","1.20","","10.80","GraphicRiver","United States","California","Garden Grove","92841"
"2019-03-26 06:51:16 +1100","102290432","Author Fee","Author Fee for sale IVIP31404013","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-26 06:51:16 +1100","102290432","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31404013","7.00","","","","","","","7.00","GraphicRiver","Germany","Deutschland","Frankfurt am Main","60486"
"2019-03-26 02:20:23 +1100","102271072","Author Fee","Author Fee for sale IVIP31398406","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-26 02:20:23 +1100","102271072","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31398406","7.00","","","","","","","7.00","GraphicRiver","Indonesia","Jawa Tengah","Banyumas","53193"
"2019-03-25 23:56:04 +1100","102259977","Author Fee","Author Fee for sale IVIP31395125","20416180","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-25 23:56:04 +1100","102259977","Sale","Magnificent Presentation Template (Regular License)","20416180","IVIP31395125","12.00","","","","","","","12.00","GraphicRiver","Indonesia","Others (International)","Batu","65314"
"2019-03-25 22:46:59 +1100","102255635","Author Fee","Author Fee for sale IVIP31393898","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-25 22:46:59 +1100","102255635","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31393898","7.00","","","","","","","7.00","GraphicRiver","Turkey","marmara","istanbul","34340"
"2019-03-25 17:52:54 +1100","102238899","Author Fee","Author Fee for sale IVIP31389126","19259123","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-25 17:52:54 +1100","102238899","Sale","2017 Project Presentation Template (Regular License)","19259123","IVIP31389126","14.00","","","","","","","14.00","GraphicRiver","South Africa","","Johannesburg",""
"2019-03-25 13:19:26 +1100","102230770","Author Fee","Author Fee for sale IVIP31386850","23470817","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-25 13:19:26 +1100","102230770","Sale","Exprezzo Cafe PowerPoint Template (Regular License)","23470817","IVIP31386850","12.00","","","","","1.20","","10.80","GraphicRiver","United States","Minnesota","Bemidji","56601"
"2019-03-25 03:58:40 +1100","102211136","Author Fee","Author Fee for sale IVIP31381096","19679093","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-25 03:58:40 +1100","102211136","Sale","Delicious Keynote Presentation Template (Regular License)","19679093","IVIP31381096","12.00","","","","","","","12.00","GraphicRiver","Canada","Ontario","Toronto","M4W3E2"
"2019-03-24 20:40:47 +1100","102194920","Author Fee","Author Fee for sale IVIP31377014","22608983","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-24 20:40:47 +1100","102194920","Sale","Splash Fashion Keynote Presentation Template (Regular License)","22608983","IVIP31377014","12.00","","","","","","","12.00","GraphicRiver","Indonesia","Not Applicable","Jakarta","15417"
"2019-03-24 15:06:06 +1100","102187036","Author Fee","Author Fee for sale IVIP31375040","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-24 15:06:06 +1100","102187036","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31375040","7.00","","","","","","","7.00","GraphicRiver","Indonesia","Banten","Tangerang","15310"
"2019-03-24 05:54:02 +1100","102172066","Author Fee","Author Fee for sale IVIP31371113","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-24 05:54:02 +1100","102172066","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31371113","7.00","","","","","","","7.00","GraphicRiver","Mexico","","Mexico",""
"2019-03-23 20:07:33 +1100","102149340","Author Fee","Author Fee for sale IVIP31365272","21572540","","1.13","","","","","","","-1.13","GraphicRiver","","","",""
"2019-03-23 20:07:33 +1100","102149340","Sale","Artistic Presentation Template (Regular License)","21572540","IVIP31365272","9.00","","","","","","","9.00","GraphicRiver","Thailand","","Ayutthaya",""
"2019-03-23 19:04:50 +1100","102147583","Author Fee","Author Fee for sale IVIP31364846","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-23 19:04:50 +1100","102147583","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31364846","7.00","","","","","","","7.00","GraphicRiver","United Arab Emirates","","dxb",""
"2019-03-23 17:30:10 +1100","102145216","Author Fee","Author Fee for sale IVIP31364259","21572540","","1.13","","","","","","","-1.13","GraphicRiver","","","",""
"2019-03-23 17:30:10 +1100","102145216","Sale","Artistic Presentation Template (Regular License)","21572540","IVIP31364259","9.00","","","","","","","9.00","GraphicRiver","United Arab Emirates","","Ras Al Khaimah",""
"2019-03-23 17:21:11 +1100","102144948","Author Fee","Author Fee for sale IVIP31364188","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-23 17:21:11 +1100","102144948","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31364188","7.00","","","","","","","7.00","GraphicRiver","Germany","","Darmstadt","64291"
"2019-03-23 11:47:45 +1100","102137975","Author Fee","Author Fee for sale IVIP31362346","21122989","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-23 11:47:45 +1100","102137975","Sale","Visionary - Attractive PowerPoint Design (Regular License)","21122989","IVIP31362346","12.00","","","","","","","12.00","GraphicRiver","Chile","Los Lagos","Osorno","5290000"
"2019-03-23 08:18:58 +1100","102131359","Author Fee","Author Fee for sale IVIP31360463","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-23 08:18:58 +1100","102131359","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31360463","7.00","","","","","0.70","","6.30","GraphicRiver","United States","California","Dublin","94568"
"2019-03-23 01:57:45 +1100","102109471","Author Fee","Author Fee for sale IVIP31353596","23383582","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-23 01:57:45 +1100","102109471","Sale","Big Project - Multipurpose Infographic Template (Regular License)","23383582","IVIP31353596","14.00","","","","","","","14.00","GraphicRiver","Italy","udine","udine","33100"
"2019-03-22 22:31:02 +1100","102096419","Author Fee","Author Fee for sale IVIP31349619","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-22 22:31:02 +1100","102096419","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31349619","7.00","","","","","","","7.00","GraphicRiver","Australia","Victoria","Melbourne","3000"
"2019-03-22 20:24:11 +1100","102089183","Author Fee","Author Fee for sale IVIP31347393","23383582","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-22 20:24:11 +1100","102089183","Sale","Big Project - Multipurpose Infographic Template (Regular License)","23383582","IVIP31347393","14.00","","","","","","","14.00","GraphicRiver","Thailand","","Bangkok",""
"2019-03-22 20:06:35 +1100","102088094","Author Fee","Author Fee for sale IVIP31347043","20717718","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-22 20:06:35 +1100","102088094","Sale","Imagine PowerPoint Template (Regular License)","20717718","IVIP31347043","12.00","","","","","","","12.00","GraphicRiver","Finland","FI","Helsinki","00180"
"2019-03-22 17:55:20 +1100","102082390","Author Fee","Author Fee for sale IVIP31345347","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-22 17:55:20 +1100","102082390","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31345347","7.00","","","","","0.70","","6.30","GraphicRiver","United States","Wisconsin","Milwaukee","53202"
"2019-03-22 08:37:24 +1100","102063688","Author Fee","Author Fee for sale IVIP31339772","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-22 08:37:24 +1100","102063688","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31339772","7.00","","","","","","","7.00","GraphicRiver","Chile","RM","SANTIAGO",""
"2019-03-22 08:08:47 +1100","102062098","Author Fee","Author Fee for sale IVIP31339322","21996439","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-22 08:08:47 +1100","102062098","Sale","Vanilla Food and Culinary PowerPoint Template (Regular License)","21996439","IVIP31339322","12.00","","","","","1.20","","10.80","GraphicRiver","United States","Washington","Issaquah","98029"
"2019-03-22 04:09:20 +1100","102047394","Author Fee","Author Fee for sale IVIP31334793","19259123","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-22 04:09:20 +1100","102047394","Sale","2017 Project Presentation Template (Regular License)","19259123","IVIP31334793","14.00","","","","","","","14.00","GraphicRiver","Guatemala","Retalhuleu","Retalhuleu",""
"2019-03-22 02:20:54 +1100","102039311","Author Fee","Author Fee for sale IVIP31332206","21771651","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-22 02:20:54 +1100","102039311","Sale","Giant Construction PowerPoint Presentation Template (Regular License)","21771651","IVIP31332206","12.00","","","","","","","12.00","GraphicRiver","Slovakia","","Bratislava","85101"
"2019-03-22 01:02:43 +1100","102033229","Author Fee","Author Fee for sale IVIP31330294","23440446","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-22 01:02:43 +1100","102033229","Sale","Backpack.in (Regular License)","23440446","IVIP31330294","12.00","","","","","","","12.00","GraphicRiver","Netherlands","","boven leeuwen",""
"2019-03-21 22:20:39 +1100","102022712","Author Fee","Author Fee for sale IVIP31327093","22401888","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-21 22:20:39 +1100","102022712","Sale","Milestate Real Estate PowerPoint Presentation Template (Regular License)","22401888","IVIP31327093","12.00","","","","","","","12.00","GraphicRiver","Germany","NRW","Solingen","40764"
"2019-03-21 21:52:01 +1100","102020743","Author Fee","Author Fee for sale IVIP31326519","23200807","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-21 21:52:01 +1100","102020743","Sale","Majestic Luxury PowerPoint Template (Regular License)","23200807","IVIP31326519","12.00","","","","","","","12.00","GraphicRiver","China","","sda",""
"2019-03-21 18:37:52 +1100","102010164","Author Fee","Author Fee for sale IVIP31323427","21194302","","0.88","","","","","","","-0.88","GraphicRiver","","","",""
"2019-03-21 18:37:52 +1100","102010164","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31323427","7.00","","","","","","","7.00","GraphicRiver","Hong Kong","","Hong Kong",""
"2019-03-21 06:27:59 +1100","101983068","Author Fee","Author Fee for sale IVIP31315768","23172626","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-21 06:27:59 +1100","101983068","Sale","Autoventure Automotive PowerPoint Template (Regular License)","23172626","IVIP31315768","12.00","","","","","1.20","","10.80","GraphicRiver","United States","Illinois","Highland Park","60035"
"2019-03-21 05:33:22 +1100","101979738","Author Fee","Author Fee for sale IVIP31314761","23200807","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-21 05:33:22 +1100","101979738","Sale","Majestic Luxury PowerPoint Template (Regular License)","23200807","IVIP31314761","12.00","","","","","","","12.00","GraphicRiver","Saudi Arabia","","ruh",""
"2019-03-20 21:22:11 +1100","101946078","Author Fee","Author Fee for sale IVIP31304448","19564408","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-20 21:22:11 +1100","101946078","Sale","Exquisite Multipurpose Presentation Template (Regular License)","19564408","IVIP31304448","12.00","","","","","","","12.00","GraphicRiver","Spain","Catalonia","Barcelona","08037"
"2019-03-20 19:09:18 +1100","101938571","Author Fee","Author Fee for sale IVIP31302237","19360995","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-20 19:09:18 +1100","101938571","Sale","Mukidi Vertical Premium Presentation (Regular License)","19360995","IVIP31302237","12.00","","","","","","","12.00","GraphicRiver","Thailand","","Samutprakarn",""
"2019-03-20 19:02:45 +1100","101938162","Author Fee","Author Fee for sale IVIP31302144","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-20 19:02:45 +1100","101938162","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31302144","14.00","","","","","","","14.00","GraphicRiver","Italy","","milano",""
"2019-03-20 13:12:51 +1100","101926698","Author Fee","Author Fee for sale IVIP31298723","23383582","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-20 13:12:51 +1100","101926698","Sale","Big Project - Multipurpose Infographic Template (Regular License)","23383582","IVIP31298723","14.00","","","","","","","14.00","GraphicRiver","Australia","Victoria","Melbourne","3000"
"2019-03-20 12:55:20 +1100","101926152","Author Fee","Author Fee for sale IVIP31298545","21366469","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-20 12:55:20 +1100","101926152","Sale","The Greensun Presentation Template (Regular License)","21366469","IVIP31298545","12.00","","","","","","","12.00","GraphicRiver","Chile","","santiago","08037"
"2019-03-20 05:54:09 +1100","101906655","Author Fee","Author Fee for sale IVIP31293182","21620470","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-20 05:54:09 +1100","101906655","Sale","Capone Automotive Presentation Template (Regular License)","21620470","IVIP31293182","12.00","","","","","1.20","","10.80","GraphicRiver","United States","Arizona","Phoenix","85018"
"2019-03-20 03:48:09 +1100","101898614","Author Fee","Author Fee for sale IVIP31290732","23172626","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-20 03:48:09 +1100","101898614","Sale","Autoventure Automotive PowerPoint Template (Regular License)","23172626","IVIP31290732","12.00","","","","","1.20","","10.80","GraphicRiver","United States","Florida","Delray Beach","33444"
"2019-03-20 01:24:28 +1100","101887936","Author Fee","Author Fee for sale IVIP31287340","23079995","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-20 01:24:28 +1100","101887936","Sale","2019 Project Multipurpose Presentation Template (Regular License)","23079995","IVIP31287340","12.00","","","","","","","12.00","GraphicRiver","Italy","","Dalmine","24044"
"2019-03-19 16:42:25 +1100","101858664","Author Fee","Author Fee for sale IVIP31278961","17844625","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-19 16:42:25 +1100","101858664","Sale","Golazo PowerPoint Presentation (Regular License)","17844625","IVIP31278961","12.00","","","","","","","12.00","GraphicRiver","China","","shanghai",""
"2019-03-19 16:02:20 +1100","101857489","Author Fee","Author Fee for sale IVIP31278652","23383582","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-19 16:02:20 +1100","101857489","Sale","Big Project - Multipurpose Infographic Template (Regular License)","23383582","IVIP31278652","14.00","","","","","","","14.00","GraphicRiver","Korea, Republic of","서울","서울","110-552"
"2019-03-19 15:31:04 +1100","101856528","Author Fee","Author Fee for sale IVIP31278372","19679093","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-19 15:31:04 +1100","101856528","Sale","Delicious Keynote Presentation Template (Regular License)","19679093","IVIP31278372","12.00","","","","","1.20","","10.80","GraphicRiver","United States","Nevada","Las Vegas","89108"
"2019-03-19 14:07:30 +1100","101853967","Author Fee","Author Fee for sale IVIP31277606","20358826","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-19 14:07:30 +1100","101853967","Sale","Good Food Presentation Template (Regular License)","20358826","IVIP31277606","12.00","","","","","","","12.00","GraphicRiver","Thailand","","Bangkok",""
"2019-03-19 09:41:34 +1100","101845104","Author Fee","Author Fee for sale IVIP31275046","21122989","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-19 09:41:34 +1100","101845104","Sale","Visionary - Attractive PowerPoint Design (Regular License)","21122989","IVIP31275046","12.00","","","","","","","12.00","GraphicRiver","France","","Paris","75018"
"2019-03-19 07:04:09 +1100","101837082","Author Fee","Author Fee for sale IVIP31272713","19564408","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-19 07:04:09 +1100","101837082","Sale","Exquisite Multipurpose Presentation Template (Regular License)","19564408","IVIP31272713","12.00","","","","","1.20","","10.80","GraphicRiver","United States","Texas","Spring","77388"
"2019-03-19 02:29:26 +1100","101819312","Author Fee","Author Fee for sale IVIP31267469","23383582","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-19 02:29:26 +1100","101819312","Sale","Big Project - Multipurpose Infographic Template (Regular License)","23383582","IVIP31267469","14.00","","","","","","","14.00","GraphicRiver","France","","NANTERRE","92000"
"2019-03-19 01:34:28 +1100","101815151","Author Fee","Author Fee for sale IVIP31266136","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-19 01:34:28 +1100","101815151","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31266136","14.00","","","","","","","14.00","GraphicRiver","Germany","","Hamburg","22143"
"2019-03-18 20:21:19 +1100","101795521","Author Fee","Author Fee for sale IVIP31260522","23383582","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-18 20:21:19 +1100","101795521","Sale","Big Project - Multipurpose Infographic Template (Regular License)","23383582","IVIP31260522","14.00","","","","","","","14.00","GraphicRiver","Turkey","Fatih"," İSTANBUL","34112"
"2019-03-18 00:21:36 +1100","101753417","Author Fee","Author Fee for sale IVIP31249059","23267072","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-18 00:21:36 +1100","101753417","Sale","Zoomin Portfolio & Photography PowerPoint Template (Regular License)","23267072","IVIP31249059","12.00","","","","","","","12.00","GraphicRiver","France","Toulouse","Pechbonnieu","31140"
"2019-03-17 21:02:08 +1100","101746914","Author Fee","Author Fee for sale IVIP31247349","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-17 21:02:08 +1100","101746914","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31247349","14.00","","","","","","","14.00","GraphicRiver","Oman","Al Athaiba","Al Athaiba","130"
"2019-03-17 20:22:15 +1100","101745810","Author Fee","Author Fee for sale IVIP31247051","23383582","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-17 20:22:15 +1100","101745810","Sale","Big Project - Multipurpose Infographic Template (Regular License)","23383582","IVIP31247051","14.00","","","","","","","14.00","GraphicRiver","Saudi Arabia","","Yanbu",""
"2019-03-17 04:53:47 +1100","101722279","Author Fee","Author Fee for sale IVIP31240914","22273032","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-17 04:53:47 +1100","101722279","Sale","Expose Portrait Business Presentation Template (Regular License)","22273032","IVIP31240914","12.00","","","","","","","12.00","GraphicRiver","India","Maharashtra","Mumbai","421301"
"2019-03-17 03:23:44 +1100","101718533","Author Fee","Author Fee for sale IVIP31239922","23350368","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-17 03:23:44 +1100","101718533","Sale","Higher Creative Startup Technology PowerPoint Template (Regular License)","23350368","IVIP31239922","12.00","","","","","","","12.00","GraphicRiver","Hong Kong","","Hong Kong",""
"2019-03-17 01:17:25 +1100","101713066","Author Fee","Author Fee for sale IVIP31238544","23383582","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-17 01:17:25 +1100","101713066","Sale","Big Project - Multipurpose Infographic Template (Regular License)","23383582","IVIP31238544","14.00","","","","","","","14.00","GraphicRiver","Indonesia","","Jakarta",""
"2019-03-16 22:04:23 +1100","101706306","Author Fee","Author Fee for sale IVIP31236917","23350368","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-16 22:04:23 +1100","101706306","Sale","Higher Creative Startup Technology PowerPoint Template (Regular License)","23350368","IVIP31236917","12.00","","","","","","","12.00","GraphicRiver","Switzerland","Ticino","Locarno","6600"
"2019-03-16 05:53:28 +1100","101678057","Author Fee","Author Fee for sale IVIP31229427","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-16 05:53:28 +1100","101678057","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31229427","14.00","","","","","1.40","","12.60","GraphicRiver","United States","Indiana","Indianapolis","46219"
"2019-03-15 13:16:19 +1100","101628368","Author Fee","Author Fee for sale IVIP31215226","19259123","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-15 13:16:19 +1100","101628368","Sale","2017 Project Presentation Template (Regular License)","19259123","IVIP31215226","14.00","","","","","","","14.00","GraphicRiver","Cameroon","LITTORAL","DOUALA","237"
"2019-03-15 08:09:26 +1100","101617478","Author Fee","Author Fee for sale IVIP31211971","17844625","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-15 08:09:26 +1100","101617478","Sale","Golazo PowerPoint Presentation (Regular License)","17844625","IVIP31211971","12.00","","","","","1.20","","10.80","GraphicRiver","United States","Texas","Round Rock","78664"
"2019-03-15 03:42:14 +1100","101601525","Author Fee","Author Fee for sale IVIP31207176","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-15 03:42:14 +1100","101601525","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31207176","14.00","","","","","1.40","","12.60","GraphicRiver","United States","Florida","Ormond Beach","32174"
"2019-03-15 03:21:13 +1100","101599871","Author Fee","Author Fee for sale IVIP31206676","23440446","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-15 03:21:13 +1100","101599871","Sale","Backpack.in (Regular License)","23440446","IVIP31206676","12.00","","","","","","","12.00","GraphicRiver","Costa Rica","Heredia","Mercedes","10035"
"2019-03-15 02:10:03 +1100","101594825","Author Fee","Author Fee for sale IVIP31205158","21700421","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-15 02:10:03 +1100","101594825","Sale","Capone Automotive Presentation Template (Regular License)","21700421","IVIP31205158","12.00","","","","","","","12.00","GraphicRiver","Russian Federation","","Saint-Petersburg","191015"
"2019-03-15 02:06:50 +1100","101594634","Author Fee","Author Fee for sale IVIP31205090","21620470","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-15 02:06:50 +1100","101594634","Sale","Capone Automotive Presentation Template (Regular License)","21620470","IVIP31205090","12.00","","","","","","","12.00","GraphicRiver","Russian Federation","","Saint-Petersburg","191015"
"2019-03-15 02:03:30 +1100","101594280","Author Fee","Author Fee for sale IVIP31205002","21707310","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-15 02:03:30 +1100","101594280","Sale","2018 Potrait Presentation Template (Regular License)","21707310","IVIP31205002","12.00","","","","","","","12.00","GraphicRiver","France","","Lyon","69006"
"2019-03-15 01:09:29 +1100","101590339","Author Fee","Author Fee for sale IVIP31203701","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-15 01:09:29 +1100","101590339","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31203701","14.00","","","","","","","14.00","GraphicRiver","Poland","5272310154","Warszawa","00-832"
"2019-03-15 00:47:30 +1100","101588820","Author Fee","Author Fee for sale IVIP31203222","23350368","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-15 00:47:30 +1100","101588820","Sale","Higher Creative Startup Technology PowerPoint Template (Regular License)","23350368","IVIP31203222","12.00","","","","","1.20","","10.80","GraphicRiver","United States","Georgia","Atlanta","30338"
"2019-03-14 23:46:25 +1100","101584610","Author Fee","Author Fee for sale IVIP31202009","19495366","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-14 23:46:25 +1100","101584610","Sale","Golazo Keynote Presentation (Regular License)","19495366","IVIP31202009","12.00","","","","","","","12.00","GraphicRiver","Japan","","Tokyo","1200021"
"2019-03-14 18:32:32 +1100","101566422","Author Fee","Author Fee for sale IVIP31196748","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-14 18:32:32 +1100","101566422","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31196748","14.00","","","","","","","14.00","GraphicRiver","Brazil","","nhawind",""
"2019-03-14 16:06:35 +1100","101561492","Author Fee","Author Fee for sale IVIP31195333","22733329","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-14 16:06:35 +1100","101561492","Sale","Tropical Travel Presentation Template (Regular License)","22733329","IVIP31195333","12.00","","","","","","","12.00","GraphicRiver","Philippines","","Paranaque City","1700"
"2019-03-14 07:23:39 +1100","101543125","Author Fee","Author Fee for sale IVIP31189924","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-14 07:23:39 +1100","101543125","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31189924","14.00","","","","","1.40","","12.60","GraphicRiver","United States","New York","New York","10016"
"2019-03-14 05:21:18 +1100","101535330","Author Fee","Author Fee for sale IVIP31187609","23383582","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-14 05:21:18 +1100","101535330","Sale","Big Project - Multipurpose Infographic Template (Regular License)","23383582","IVIP31187609","14.00","","","","","","","14.00","GraphicRiver","Germany","Niedersachsen","Bissendorf","49143"
"2019-03-13 20:51:57 +1100","101499195","Author Fee","Author Fee for sale IVIP31176882","19360995","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
